what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373709967462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373709967478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373709967618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373709972556
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373709972572
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1373710012228
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710013853
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710013947
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1373710025165
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710027103
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710030400
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710031462
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710036462
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1373710046853
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1373710047962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1373710048353
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710051525
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1373710051525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710054743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1373710054790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710056587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710079431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710109743
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373710112368
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373710122790
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1373710128790
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373710129603
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373710132884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710138134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710138150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710138275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710162275
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1373710164572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710169150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710169150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710169275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710548712
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373710550915
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1373710554931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710561150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710562665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710563322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710581837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1373710585353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710592962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710595665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710596978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710596978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710597134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710957759
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373710961634
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373710980337
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373710982509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373710998431
